Pay Period,Employee Title,Employee Code,Region,Client Session ($),Client Session Hours,Revenue ($),Billable Hours,,Pay Period,Employee Code,Ratio of Client Sessions hr to Billabla hr
8/11/2023,Behavior Technician,883,Southern California,666.5,31,1510.4,29.98,,8/11/2023,883,1.034022682
8/11/2023,Behavior Technician,886,Central Valley,258.66,11.92,946,21.66,,8/11/2023,886,0.550323176
8/11/2023,Behavior Technician,900,Central Valley,1013.42,47.07,2328.2,42.83,,8/11/2023,900,1.098996031
8/11/2023,Behavior Technician,903,Bay Area,1754.46,64.98,3009.44,63,,8/11/2023,903,1.031428571
8/11/2023,Associate Behavior Technician,912,Central Valley,251.1,13.5,981,27.81,,8/11/2023,912,0.485436893
8/11/2023,Behavior Technician,947,Georgia,1620.19,71.5,3464.032,71.5,,8/11/2023,947,1
8/11/2023,Behavior Technician,952,Central Valley,442.94,19.25,1089.6,19.33,,8/11/2023,952,0.995861355
8/11/2023,Behavior Technician,961,Central Valley,1065.75,50.75,2450,41.08,,8/11/2023,961,1.235394352
8/11/2023,Behavior Technician,1105,Bay Area,648.59,18.51,958.224,16.5,,8/11/2023,1105,1.121818182
8/11/2023,Behavior Technician,1156,Georgia,1026.63,33,1684.32,29,,8/11/2023,1156,1.137931034
8/11/2023,Behavior Technician,1158,Central Valley,448.64,16,823.552,16,,8/11/2023,1158,1
8/11/2023,Behavior Technician,1177,Sacramento,1080.72,38,2193.8,37.39,,8/11/2023,1177,1.016314523
8/11/2023,Behavior Technician,1183,Central Valley,1174.66,48.36,2422,45.98,,8/11/2023,1183,1.051761635
8/11/2023,Behavior Technician,1291,Bay Area,1017.93,31.35,1721.4,33.35,,8/11/2023,1291,0.940029985
8/11/2023,Behavior Technician,1327,Sacramento,324.87,12.75,655.2,13,,8/11/2023,1327,0.980769231
8/11/2023,Behavior Technician,1388,Central Valley,863.35,33.99,1715,33.17,,8/11/2023,1388,1.024721134
8/11/2023,Behavior Technician,1390,Bay Area,1218.3,40.61,2367.504,39.67,,8/11/2023,1390,1.023695488
8/11/2023,Behavior Technician,1401,Central Valley,894.66,34.65,1712,33.65,,8/11/2023,1401,1.029717682
8/11/2023,Behavior Technician,1418,Central Valley,979.83,42.75,2689.6,52.25,,8/11/2023,1418,0.818181818
8/11/2023,Behavior Technician,1449,Bay Area,1448.88,51.58,2724.2,51.15,,8/11/2023,1449,1.008406647
8/11/2023,Behavior Technician,1491,Southern California,467.56,19.77,836,18.92,,8/11/2023,1491,1.044926004
8/11/2023,Behavior Technician,1503,Sacramento,558.7,19.01,878.128,18.5,,8/11/2023,1503,1.027567568
8/11/2023,Behavior Technician,1515,Central Valley,160.48,6.76,730.8,14.51,,8/11/2023,1515,0.465885596
8/11/2023,Behavior Technician,1516,Central Valley,1521.91,55.85,2683,53.23,,8/11/2023,1516,1.049220364
8/11/2023,Behavior Technician,1529,Central Valley,481.38,19.9,1150.192,19.56,,8/11/2023,1529,1.017382413
8/11/2023,Behavior Technician,1557,Central Valley,794.45,33.98,1946,34.98,,8/11/2023,1557,0.971412236
8/11/2023,Behavior Technician,1585,Bay Area,1013.56,31.36,1562.4,31.16,,8/11/2023,1585,1.006418485
8/11/2023,Behavior Technician,1598,Sacramento,348.31,13.67,603.6,13.58,,8/11/2023,1598,1.006627393
8/11/2023,Behavior Technician,1617,Sacramento,714,26.25,1120.56,21.48,,8/11/2023,1617,1.222067039
8/11/2023,Behavior Technician,1647,Ohio,104.34,4.25,241.536,4.25,,8/11/2023,1647,1
8/11/2023,Behavior Technician,1650,Southern California,1260,45,2025.4,44.09,,8/11/2023,1650,1.020639601
8/11/2023,Behavior Technician,1677,Central Valley,1219.08,51.92,3095.96,56.82,,8/11/2023,1677,0.91376276
8/11/2023,Behavior Technician,1686,Central Valley,720,30,1684.8,33,,8/11/2023,1686,0.909090909
8/11/2023,Behavior Technician,1706,Sacramento,941.51,40.27,2047,42.76,,8/11/2023,1706,0.941768007
8/11/2023,Behavior Technician,1731,Central Valley,831.09,30.69,1667.488,29.05,,8/11/2023,1731,1.056454389
8/11/2023,Behavior Technician,1733,Southern California,1371.75,54.98,3900,54.98,,8/11/2023,1733,1
8/11/2023,Behavior Technician,1746,Bay Area,266.04,9,453.6,9,,8/11/2023,1746,1
8/11/2023,Behavior Technician,1765,Sacramento,1447.68,59.38,3064.536,57.54,,8/11/2023,1765,1.031977755
8/11/2023,Behavior Technician,1903,Central Valley,205.74,8.1,399,7.77,,8/11/2023,1903,1.042471042
8/11/2023,Behavior Technician,1917,Central Valley,1607.38,68.75,3373.8,66.71,,8/11/2023,1917,1.030580123
8/11/2023,Behavior Technician,1950,Central Valley,878.14,36.85,2142.424,36.44,,8/11/2023,1950,1.011251372
8/11/2023,Behavior Technician,1953,Bay Area,565,20,931.2,20,,8/11/2023,1953,1
8/11/2023,Behavior Technician,1988,Bay Area,1957.82,73.88,4051.264,78,,8/11/2023,1988,0.947179487
8/11/2023,Behavior Technician,2008,Sacramento,1988.48,66.75,3252.12,64.3,,8/11/2023,2008,1.038102644
8/11/2023,Behavior Technician,2012,Central Valley,1174.86,53.5,2861.6,54.5,,8/11/2023,2012,0.981651376
8/11/2023,Behavior Technician,2016,Central Valley,1033.81,41.77,2222.264,40.97,,8/11/2023,2016,1.019526483
8/11/2023,Behavior Technician,2017,Central Valley,432.78,17.5,980,17.5,,8/11/2023,2017,1
8/11/2023,Behavior Technician,2033,Sacramento,1039.36,35.84,2109.16,34.82,,8/11/2023,2033,1.029293509
8/11/2023,Behavior Technician,2118,Southern California,884,37.41,1526.6,36.05,,8/11/2023,2118,1.037725381
8/11/2023,Behavior Technician,2143,Sacramento,918.28,41.74,2247.2,34.72,,8/11/2023,2143,1.20218894
8/11/2023,Associate Behavior Technician,2155,Sacramento,1393.46,56.12,2784.6,55.23,,8/11/2023,2155,1.016114431
8/11/2023,Behavior Technician,2163,Sacramento,1534.84,61.32,2730.6,60.31,,8/11/2023,2163,1.016746808
8/11/2023,Behavior Technician,2206,Pacific Northwest,1294.8,43.16,2151.936,44.91,,8/11/2023,2206,0.961033177
8/11/2023,Behavior Technician,2291,Sacramento,1059.03,38.51,1986.6,42.51,,8/11/2023,2291,0.905904493
8/11/2023,Behavior Technician,2314,Southern California,513.01,21.83,1075.8,21.83,,8/11/2023,2314,1
8/11/2023,Behavior Technician,2493,Central Valley,870.96,38,2150.096,37.44,,8/11/2023,2493,1.014957265
8/11/2023,Behavior Technician,2494,Sacramento,961.36,39.94,1532.512,36.66,,8/11/2023,2494,1.089470813
8/11/2023,Associate Behavior Technician,2556,Pacific Northwest,231,10.5,483.504,10.5,,8/11/2023,2556,1
8/11/2023,Behavior Technician,2597,Central Valley,726.95,33.5,1660.192,33.5,,8/11/2023,2597,1
8/11/2023,Behavior Technician,2729,Pacific Northwest,208.42,8.34,1092,19.5,,8/11/2023,2729,0.427692308
8/11/2023,Behavior Technician,2737,Bay Area,978.31,36.1,1827.4,36.08,,8/11/2023,2737,1.000554324
8/11/2023,Behavior Technician,2739,Bay Area,552.9,18.43,894.6,17.83,,8/11/2023,2739,1.03365115
8/11/2023,Behavior Technician,2763,Central Valley,1124.87,50.42,2547.8,49.65,,8/11/2023,2763,1.01550856
8/11/2023,Behavior Technician,2792,Central Valley,1216.97,51.83,2350.2,53.55,,8/11/2023,2792,0.967880486
8/11/2023,Behavior Technician,2818,Bay Area,773.64,28,1533.672,28.67,,8/11/2023,2818,0.976630624
8/11/2023,Behavior Technician,2838,Sacramento,473.55,21,985.032,22.66,,8/11/2023,2838,0.92674316
8/11/2023,Behavior Technician,2840,Sacramento,225.48,9.92,764.2,16.05,,8/11/2023,2840,0.618068536
8/11/2023,Behavior Technician,2847,Central Valley,1386.21,50.87,2684.4,49.51,,8/11/2023,2847,1.027469198
8/11/2023,Behavior Technician,2888,Central Valley,1156.68,42.84,2055.184,41.24,,8/11/2023,2888,1.038797284
8/11/2023,Behavior Technician,2955,Central Valley,1099.71,49.16,2352.8,51,,8/11/2023,2955,0.963921569
8/11/2023,Behavior Technician,2958,Sacramento,375.05,16.5,914.352,17.5,,8/11/2023,2958,0.942857143
8/11/2023,Behavior Technician,3000,Bay Area,1506.9,56.95,2797.2,55.42,,8/11/2023,3000,1.027607362
8/11/2023,Behavior Technician,3016,Central Valley,926.15,40.25,2270.464,38,,8/11/2023,3016,1.059210526
8/11/2023,Behavior Technician,3024,Sacramento,1084.15,42.7,2671,41.85,,8/11/2023,3024,1.020310633
8/11/2023,Behavior Technician,3026,Sacramento,554.08,23.31,1865.4,31.56,,8/11/2023,3026,0.738593156
8/11/2023,Behavior Technician,3046,Central Valley,1508.66,64.5,3274.6,62.41,,8/11/2023,3046,1.033488223
8/11/2023,Behavior Technician,3049,Sacramento,504.24,22,1223.4,22.33,,8/11/2023,3049,0.985221675
8/11/2023,Behavior Technician,3110,Central Valley,1221.78,58.18,2893,54.33,,8/11/2023,3110,1.070863243
8/11/2023,Behavior Technician,3163,Bay Area,1050.34,40.79,839.8,16.95,,8/11/2023,3163,2.406489676
8/11/2023,Behavior Technician,3165,Bay Area,1058.79,36.51,1750.8,35.45,,8/11/2023,3165,1.029901269
8/11/2023,Behavior Technician,3215,Sacramento,1247.99,54.45,2400,50.43,,8/11/2023,3215,1.079714456
8/11/2023,Behavior Technician,3249,Bay Area,1393.65,48.9,2270.68,49.75,,8/11/2023,3249,0.982914573
8/11/2023,Behavior Technician,3271,Sacramento,160.44,7,263.2,5,,8/11/2023,3271,1.4
8/11/2023,Behavior Technician,3280,Georgia,883.47,42.07,1791.392,37.16,,8/11/2023,3280,1.132131324
8/11/2023,Behavior Technician,3297,Bay Area,111.78,4.05,201.6,4,,8/11/2023,3297,1.0125
8/11/2023,Behavior Technician,3317,Pacific Northwest,533.5,22,1232,22,,8/11/2023,3317,1
8/11/2023,Behavior Technician,3328,Bay Area,2070.17,76.39,1121.4,22.25,,8/11/2023,3328,3.433258427
8/11/2023,Behavior Technician,3360,Central Valley,430.5,20.5,1064,19.32,,8/11/2023,3360,1.061076605
8/11/2023,Behavior Technician,3370,Central Valley,463.06,16.14,682,15.5,,8/11/2023,3370,1.041290323
8/11/2023,Behavior Technician,3374,Sacramento,273.24,12.42,582,12.34,,8/11/2023,3374,1.006482982
8/11/2023,Behavior Technician,3427,Ohio,1333.5,63.5,3312.416,63.5,,8/11/2023,3427,1
8/11/2023,Behavior Technician,3471,Georgia,82.5,3,240,3,,8/11/2023,3471,1
8/11/2023,Behavior Technician,3478,Pacific Northwest,406.2,15,666.744,15,,8/11/2023,3478,1
8/11/2023,Behavior Technician,3527,Georgia,76.53,3.02,230.4,3.02,,8/11/2023,3527,1
8/11/2023,Behavior Technician,3584,Ohio,384,16,837.28,15.85,,8/11/2023,3584,1.009463722
8/11/2023,Behavior Technician,3638,Central Valley,587.48,26.85,1337,28.83,,8/11/2023,3638,0.93132154
8/11/2023,Behavior Technician,3643,Central Valley,741.1,32.49,2018,37.4,,8/11/2023,3643,0.868716578
8/11/2023,Behavior Technician,3672,Bay Area,39.83,1.5,75.6,1.5,,8/11/2023,3672,1
8/11/2023,Associate Behavior Technician,3674,Bay Area,144,6,264,6,,8/11/2023,3674,1
8/11/2023,Behavior Technician,3715,Bay Area,1222.2,48.5,2470.448,48.5,,8/11/2023,3715,1
8/11/2023,Behavior Technician,3812,Southern California,102.84,4.75,202.424,4.5,,8/11/2023,3812,1.055555556
8/11/2023,Behavior Technician,3819,Southern California,956.54,41.88,1771,40.76,,8/11/2023,3819,1.02747792
8/11/2023,Behavior Technician,3824,Central Valley,488.25,22.5,1168,21.32,,8/11/2023,3824,1.055347092
8/11/2023,Behavior Technician,3841,Bay Area,638.75,25,957.6,19.32,,8/11/2023,3841,1.293995859
8/11/2023,Behavior Technician,3842,Bay Area,1670.47,62.03,4248,60.5,,8/11/2023,3842,1.025289256
8/11/2023,Behavior Technician,3885,Georgia,644.22,27,1140.12,22.8,,8/11/2023,3885,1.184210526
8/11/2023,Behavior Technician,3895,Bay Area,1287.89,44.41,2256,42.56,,8/11/2023,3895,1.043468045
8/11/2023,Behavior Technician,3935,Central Valley,858.9,40.9,1966.8,40.73,,8/11/2023,3935,1.004173828
8/11/2023,Behavior Technician,3992,Central Valley,590.76,27,1484,26.66,,8/11/2023,3992,1.012753188
8/11/2023,Behavior Technician,4018,Central Valley,1102.11,49.4,2122.6,48.13,,8/11/2023,4018,1.026386869
8/11/2023,Behavior Technician,4115,Central Valley,1088.69,50.17,2419.2,48.64,,8/11/2023,4115,1.031455592
8/11/2023,Behavior Technician,4135,Bay Area,2044.8,68.16,3432,70.1,,8/11/2023,4135,0.97232525
8/11/2023,Behavior Technician,4142,Central Valley,492.3,22.5,1309,21.65,,8/11/2023,4142,1.03926097
8/11/2023,Behavior Technician,4144,Pacific Northwest,1192.5,53,2718.304,53.17,,8/11/2023,4144,0.996802708
8/11/2023,Behavior Technician,4146,Sacramento,166.78,7.22,367.2,7.22,,8/11/2023,4146,1
8/11/2023,Behavior Technician,4147,Georgia,456.6,20,1284,25,,8/11/2023,4147,0.8
8/11/2023,Behavior Technician,4154,Southern California,451.5,21,880,20.16,,8/11/2023,4154,1.041666667
8/11/2023,Behavior Technician,4155,Sacramento,1326.55,59.46,2759,54.62,,8/11/2023,4155,1.08861223
8/11/2023,Behavior Technician,4170,Central Valley,1299.76,59.08,3071.6,57.66,,8/11/2023,4170,1.024627125
8/11/2023,Behavior Technician,4230,Central Valley,719.93,32.65,1365,32.15,,8/11/2023,4230,1.0155521
8/11/2023,Behavior Technician,4254,Pacific Northwest,1275.36,53.14,2756.096,54.38,,8/11/2023,4254,0.977197499
8/11/2023,Behavior Technician,4259,Pacific Northwest,708.61,26.74,1342.216,26.91,,8/11/2023,4259,0.993682646
8/11/2023,Behavior Technician,4271,Sacramento,563.25,24.78,1263.416,25.89,,8/11/2023,4271,0.957126304
8/11/2023,Behavior Technician,4294,Pacific Northwest,1519,54.25,2732.12,54.4,,8/11/2023,4294,0.997242647
8/11/2023,Behavior Technician,4298,Sacramento,567.6,25.8,900,24.91,,8/11/2023,4298,1.035728623
8/11/2023,Behavior Technician,4308,Central Valley,1389.6,63.51,3205.04,62.14,,8/11/2023,4308,1.022046991
8/11/2023,Behavior Technician,4329,Central Valley,1119.03,52.66,2969,50.82,,8/11/2023,4329,1.036206218
8/11/2023,Behavior Technician,4330,Bay Area,1429.22,54.97,2783.52,56.82,,8/11/2023,4330,0.967441042
8/11/2023,Behavior Technician,4347,Central Valley,1149.33,54.73,2855.344,52.54,,8/11/2023,4347,1.041682528
8/11/2023,Behavior Technician,4384,Bay Area,1111.38,42.5,2172.28,42.25,,8/11/2023,4384,1.00591716
8/11/2023,Behavior Technician,4388,Pacific Northwest,420.09,17.07,746.04,15,,8/11/2023,4388,1.138
8/11/2023,Behavior Technician,4425,Central Valley,473.13,22.53,1096.2,21.99,,8/11/2023,4425,1.024556617
8/11/2023,Behavior Technician,4428,Georgia,1248,52,2099.84,42,,8/11/2023,4428,1.238095238
8/11/2023,Behavior Technician,4452,Southern California,1353.27,59.25,2872.016,58.06,,8/11/2023,4452,1.020496039
8/11/2023,Behavior Technician,4500,Central Valley,1238.79,54.5,2514.6,52.63,,8/11/2023,4500,1.035531066
8/11/2023,Behavior Technician,4501,Central Valley,1546.99,71.29,3837.4,70.43,,8/11/2023,4501,1.012210706
8/11/2023,Behavior Technician,4513,Bay Area,312.38,12.25,625.68,12.25,,8/11/2023,4513,1
8/11/2023,Behavior Technician,4539,Sacramento,575.29,25.1,1222.2,24.17,,8/11/2023,4539,1.038477451
8/11/2023,Behavior Technician,4541,Ohio,155.64,6,328.128,6,,8/11/2023,4541,1
8/11/2023,Behavior Technician,4545,Pacific Northwest,399.5,17,891.184,17,,8/11/2023,4545,1
8/11/2023,Behavior Technician,4556,Georgia,842.2,37.75,2584.384,38,,8/11/2023,4556,0.993421053
8/11/2023,Behavior Technician,4570,Central Valley,1364.91,63.93,3325.64,64.05,,8/11/2023,4570,0.998126464
8/11/2023,Behavior Technician,4573,Central Valley,951.5,43.25,2584,43.5,,8/11/2023,4573,0.994252874
8/11/2023,Behavior Technician,4592,Southern California,37.63,1.75,77,1.75,,8/11/2023,4592,1
8/11/2023,Behavior Technician,4615,Georgia,845.25,36.75,2189.136,36.75,,8/11/2023,4615,1
8/11/2023,Behavior Technician,4677,Sacramento,878.77,38.97,3116.904,49.02,,8/11/2023,4677,0.79498164
8/11/2023,Behavior Technician,4717,Sacramento,881.89,37.4,2265.36,35.67,,8/11/2023,4717,1.04850014
8/11/2023,Behavior Technician,4720,Central Valley,951.12,43.47,2403.8,45.15,,8/11/2023,4720,0.962790698
8/11/2023,Behavior Technician,4727,Southern California,377.97,17.58,633.576,12,,8/11/2023,4727,1.465
8/11/2023,Behavior Technician,4775,Pacific Northwest,830.68,35.96,1770.44,40.31,,8/11/2023,4775,0.892086331
8/11/2023,Behavior Technician,4792,Georgia,1150.13,52.16,2519.296,51.92,,8/11/2023,4792,1.004622496
8/11/2023,Behavior Technician,4801,Pacific Northwest,562.1,25.55,1369.368,25.5,,8/11/2023,4801,1.001960784
8/11/2023,Behavior Technician,4830,Georgia,1338.75,63.75,3074.416,63.58,,8/11/2023,4830,1.002673797
8/11/2023,Behavior Technician,4836,Georgia,1124.86,51.13,2470.216,50.88,,8/11/2023,4836,1.004913522
8/11/2023,Behavior Technician,4841,Southern California,593.56,26.98,1880,23.98,,8/11/2023,4841,1.125104254
8/11/2023,Behavior Technician,4849,Georgia,1007.3,45.15,2274.368,45.15,,8/11/2023,4849,1
8/11/2023,Behavior Technician,4854,Bay Area,1311.66,48.58,2457.528,48.33,,8/11/2023,4854,1.005172771
8/11/2023,Behavior Technician,4873,Sacramento,815.69,34.71,1380.8,33.93,,8/11/2023,4873,1.022988506
8/11/2023,Behavior Technician,4933,Southern California,64.5,3,554.4,9,,8/11/2023,4933,0.333333333
8/11/2023,Behavior Technician,4953,Georgia,992.04,47.24,2481.32,51.25,,8/11/2023,4953,0.921756098
8/11/2023,Behavior Technician,4995,Central Valley,1433.08,65.14,2888.2,67.13,,8/11/2023,4995,0.970356026
8/11/2023,Behavior Technician,5030,Southern California,425.5,23,1178.08,23,,8/11/2023,5030,1
8/11/2023,Behavior Technician,5039,Georgia,1056,48,2465.28,48,,8/11/2023,5039,1
8/11/2023,Behavior Technician,5068,Bay Area,1571.67,58.21,2973.6,59.08,,8/11/2023,5068,0.985274204
8/11/2023,Behavior Technician,5078,Sacramento,776.68,34.17,1436.4,28.98,,8/11/2023,5078,1.179089027
8/11/2023,Behavior Technician,5083,Pacific Northwest,448.31,18.75,940.224,19.06,,8/11/2023,5083,0.983735572
8/11/2023,Behavior Technician,5119,Central Valley,360.75,16.17,830,15.25,,8/11/2023,5119,1.060327869
8/11/2023,Behavior Technician,5125,Central Valley,1123.12,50.5,2685.2,50.5,,8/11/2023,5125,1
8/11/2023,Behavior Technician,5127,Bay Area,276.3,10,504,10,,8/11/2023,5127,1
8/11/2023,Associate Behavior Technician,5131,Southern California,97.15,5,220,5,,8/11/2023,5131,1
8/11/2023,Behavior Technician,5136,Central Valley,594.81,27,1663.2,27,,8/11/2023,5136,1
8/11/2023,Behavior Technician,5148,Sacramento,661.58,28.64,1439.2,28.33,,8/11/2023,5148,1.010942464
8/11/2023,Behavior Technician,5149,Ohio,926.59,42.7,2436.936,43.17,,8/11/2023,5149,0.98911281
8/11/2023,Behavior Technician,5228,Georgia,1287.38,55.3,2664.64,55.21,,8/11/2023,5228,1.001630139
8/11/2023,Behavior Technician,5235,Bay Area,810,30,1209.6,24,,8/11/2023,5235,1.25
8/11/2023,Behavior Technician,5248,Pacific Northwest,719.82,26.66,1453.024,26.75,,8/11/2023,5248,0.996635514
8/11/2023,Behavior Technician,5309,Sacramento,1246.14,54.18,2359.8,47.29,,8/11/2023,5309,1.145696765
8/11/2023,Behavior Technician,5313,Central Valley,402.23,19,917,17.33,,8/11/2023,5313,1.096364686
8/11/2023,Behavior Technician,5341,Georgia,1356.56,62,3312,62,,8/11/2023,5341,1
8/11/2023,Behavior Technician,5359,Central Valley,227.85,10.5,1024,20.32,,8/11/2023,5359,0.516732283
8/11/2023,Associate Behavior Technician,5371,Central Valley,857.04,39.17,2018.8,38.82,,8/11/2023,5371,1.009015971
8/11/2023,Behavior Technician,5416,Georgia,1026.3,46.65,3563.872,54.78,,8/11/2023,5416,0.851588171
8/11/2023,Behavior Technician,5422,Ohio,914.63,40.65,2140.968,40.65,,8/11/2023,5422,1
8/11/2023,Behavior Technician,5426,Sacramento,1242.65,54.67,3040.4,52.5,,8/11/2023,5426,1.041333333
8/11/2023,Behavior Technician,5434,Pacific Northwest,252.47,10.92,390.688,7.25,,8/11/2023,5434,1.506206897
8/11/2023,Behavior Technician,5438,Central Valley,506.36,23.41,1426,23.75,,8/11/2023,5438,0.985684211
8/11/2023,Behavior Technician,5460,Pacific Northwest,800.65,34.07,1471.144,32.26,,8/11/2023,5460,1.056106634
8/11/2023,Behavior Technician,5465,Georgia,540,24,1162.752,24,,8/11/2023,5465,1
8/11/2023,Behavior Technician,5470,Central Valley,1316.59,57.72,3016.6,56.47,,8/11/2023,5470,1.022135647
8/11/2023,Behavior Technician,5475,Central Valley,858.13,39.22,2026.8,37.72,,8/11/2023,5475,1.039766702
8/11/2023,Behavior Technician,5522,Georgia,1043.87,47.95,2565.568,48,,8/11/2023,5522,0.998958333
8/11/2023,Behavior Technician,5528,Georgia,249.08,11.25,545.04,11.25,,8/11/2023,5528,1
8/11/2023,Behavior Technician,5532,Central Valley,389.69,18.1,792,18,,8/11/2023,5532,1.005555556
8/11/2023,Behavior Technician,5536,Central Valley,792.19,42.25,1892.8,38.75,,8/11/2023,5536,1.090322581
8/11/2023,Behavior Technician,5545,Georgia,1177.44,53.52,3001.792,62,,8/11/2023,5545,0.863225806
8/11/2023,Behavior Technician,5547,Central Valley,444.85,20.5,1077,20.33,,8/11/2023,5547,1.008362027
8/11/2023,Behavior Technician,5548,Central Valley,1004.28,50.67,2259,46.77,,8/11/2023,5548,1.083386786
8/11/2023,Behavior Technician,5551,Bay Area,1024.5,40.98,2143.056,41.5,,8/11/2023,5551,0.98746988
8/11/2023,Behavior Technician,5561,Bay Area,700,28,1462.112,27.66,,8/11/2023,5561,1.012292119
8/11/2023,Associate Behavior Technician,5568,Central Valley,1110.41,50.75,2772.936,52.17,,8/11/2023,5568,0.972781292
8/11/2023,Behavior Technician,5586,Georgia,889.2,40.64,2505.624,51.75,,8/11/2023,5586,0.78531401
8/11/2023,Behavior Technician,5590,Central Valley,808.5,37.5,1719.4,35.51,,8/11/2023,5590,1.056040552
8/11/2023,Behavior Technician,5675,Georgia,253.99,11.83,616.32,12,,8/11/2023,5675,0.985833333
8/11/2023,Behavior Technician,5676,Sacramento,530.38,23.52,1311,23.65,,8/11/2023,5676,0.994503171
8/11/2023,Behavior Technician,5742,Georgia,1350.89,58.48,2812.912,53.35,,8/11/2023,5742,1.096157451
8/11/2023,Behavior Technician,5751,Central Valley,926.94,44.5,2406.6,45.24,,8/11/2023,5751,0.983642794
8/11/2023,Behavior Technician,5757,Georgia,1182.5,53.75,2620.872,51.09,,8/11/2023,5757,1.052064983
8/11/2023,Behavior Technician,5762,Pacific Northwest,1460.11,62.99,3283.856,63.25,,8/11/2023,5762,0.995889328
8/11/2023,Behavior Technician,5773,Pacific Northwest,222.3,8.55,444.576,8.09,,8/11/2023,5773,1.056860321
8/11/2023,Behavior Technician,5788,Sacramento,874.28,39.74,1283.4,26.34,,8/11/2023,5788,1.508731967
8/11/2023,Behavior Technician,5797,Sacramento,117.54,6.53,336.4,6.5,,8/11/2023,5797,1.004615385
8/11/2023,Behavior Technician,5798,Central Valley,191.51,8.92,478.52,8.75,,8/11/2023,5798,1.019428571
8/11/2023,Behavior Technician,5811,Central Valley,490.28,22.5,2171.176,38.25,,8/11/2023,5811,0.588235294
8/11/2023,Behavior Technician,5815,Bay Area,777.6,30,2507.4,50.47,,8/11/2023,5815,0.594412522
8/11/2023,Associate Behavior Technician,5816,Central Valley,317.16,17.19,890.4,17.24,,8/11/2023,5816,0.997099768
8/11/2023,Behavior Technician,5837,Ohio,1178.35,56.57,3115.16,57.67,,8/11/2023,5837,0.980925958
8/11/2023,Behavior Technician,5842,Bay Area,907.92,37.83,1832,31,,8/11/2023,5842,1.220322581
8/11/2023,Behavior Technician,5845,Ohio,1074.09,49.09,2713.584,50.17,,8/11/2023,5845,0.978473191
8/11/2023,Behavior Technician,5847,Central Valley,888.62,40.95,1920,39.67,,8/11/2023,5847,1.032266196
8/11/2023,Behavior Technician,5858,Central Valley,864.33,39.96,2534.944,46.32,,8/11/2023,5858,0.862694301
8/11/2023,Behavior Technician,5860,Central Valley,522.06,24.86,1526,27.57,,8/11/2023,5860,0.901704752
8/11/2023,Behavior Technician,5880,Central Valley,884.94,42.14,2351.6,42.14,,8/11/2023,5880,1
8/11/2023,Behavior Technician,5882,Central Valley,1306.62,61,2725.8,44.81,,8/11/2023,5882,1.361303281
8/11/2023,Behavior Technician,5887,Bay Area,1452.76,53.43,3232.8,52.25,,8/11/2023,5887,1.022583732
8/11/2023,Behavior Technician,5925,Central Valley,850.42,39.19,1959.8,38.27,,8/11/2023,5925,1.024039718
8/11/2023,Behavior Technician,5927,Central Valley,697.87,32.16,1814.4,35.86,,8/11/2023,5927,0.89682097
8/11/2023,Associate Behavior Technician,5940,Central Valley,378,21,1293.6,21,,8/11/2023,5940,1
8/11/2023,Behavior Technician,5944,Bay Area,1337.5,53.5,2901.68,53.5,,8/11/2023,5944,1
8/11/2023,Associate Behavior Technician,5946,Central Valley,37.2,2,123.2,2,,8/11/2023,5946,1
8/11/2023,Behavior Technician,5970,Sacramento,911.96,40.64,4339.944,68.81,,8/11/2023,5970,0.59061183
8/11/2023,Behavior Technician,5977,Bay Area,910.31,35.12,1638,32.9,,8/11/2023,5977,1.067477204
8/11/2023,Behavior Technician,5998,Ohio,1038.87,49.47,2654.336,47,,8/11/2023,5998,1.052553191
8/11/2023,Behavior Technician,6015,Central Valley,933.1,43,2217,41.83,,8/11/2023,6015,1.027970356
8/11/2023,Behavior Technician,6028,Central Valley,327.5,15.03,798,14.49,,8/11/2023,6028,1.037267081
8/11/2023,Behavior Technician,6063,Central Valley,430.17,19.98,1231.512,21.08,,8/11/2023,6063,0.947817837
8/11/2023,Behavior Technician,6082,Central Valley,252,12,708.4,11.66,,8/11/2023,6082,1.02915952
8/11/2023,Behavior Technician,6115,Southern California,410.33,22.18,1113.496,20.82,,8/11/2023,6115,1.065321806
8/11/2023,Behavior Technician,6117,Pacific Northwest,1004.18,43.66,2104.712,41.08,,8/11/2023,6117,1.062804284
8/11/2023,Behavior Technician,6118,Georgia,511.34,23.37,1285.168,23.37,,8/11/2023,6118,1
8/11/2023,Behavior Technician,6123,Bay Area,428,17.12,704,16,,8/11/2023,6123,1.07
8/11/2023,Behavior Technician,6132,Central Valley,937.16,41.23,2073.8,39.83,,8/11/2023,6132,1.035149385
8/11/2023,Behavior Technician,6133,Sacramento,933.9,42.45,1880.4,41.95,,8/11/2023,6133,1.011918951
8/11/2023,Behavior Technician,6143,Ohio,42.84,2,92.8,2,,8/11/2023,6143,1
8/11/2023,Behavior Technician,6149,Central Valley,309.23,14.25,572.952,9.75,,8/11/2023,6149,1.461538462
8/11/2023,Behavior Technician,6154,Bay Area,737.96,28.57,1398.6,27.51,,8/11/2023,6154,1.038531443
8/11/2023,Behavior Technician,6188,Bay Area,1122.94,43.19,2137.12,42,,8/11/2023,6188,1.028333333
8/11/2023,Behavior Technician,6217,Georgia,803.25,38.25,1222.504,25.3,,8/11/2023,6217,1.511857708
